"","ID","TDU","REP","PRODUCT","KWH500","KWH1000","KWH2000","RATE_TYPE","RENEWABLE","TERM_LENGTH","PREPAID","TOU","PROMOTION","FACTS_URL"
"1439","18403","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free Conserve 12 Select",9,6.6,10.6,"是",100,12,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed78f.pdf"
"1440","18401","ONCOR ELECTRIC DELIVERY COMPANY","冷运","12 Month Smart Family",29.2,14.6,7.3,"是",4,12,"老客户","否","散客","https://www.infiniteenergy.com/texas/electricity/power-to-choose/oncor-12-month-smart-family-plan/?utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=SmartFamily%20Plan&utm_term=12"
"1441","18380","ONCOR ELECTRIC DELIVERY COMPANY","冷运","9 Month Smart Plan",11.6,5.8,12.9,"是",4,9,"老客户","否","散客","https://client.infiniteenergy.com/resources/efl/signup/Oncor/9-month_Smart"
"1442","18377","ONCOR ELECTRIC DELIVERY COMPANY","其他","Windrose Secure",10.2,9.7,9.5,"是",19,24,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=3923&Promo="
"1443","18385","ONCOR ELECTRIC DELIVERY COMPANY","其他","Pioneer 9 Month Plan",11.8,5.9,13,"是",4,9,"老客户","否","散客","https://client.veteranenergy.us/resources/efl/signup/Oncor/Pioneer_9-month"
"1444","18388","ONCOR ELECTRIC DELIVERY COMPANY","时效","Circular Organic 12",11.4,10.8,10.5,"是",100,12,"老客户","否","散客","https://empowerdocs.blob.core.windows.net/0788177871000/Circular%20Organic%2012%20Month%20Plan%20ONCOR%206.7垄_2518720180630824692_EFLEnglish.pdf"
"1445","18366","ONCOR ELECTRIC DELIVERY COMPANY","电商","Smart Secure 12",11.9,11.9,11.9,"是",11,12,"老客户","否","散客","https://signup.cirroenergy.com/files/090175188169888d.pdf"
"1446","18367","ONCOR ELECTRIC DELIVERY COMPANY","电商","Smart Secure 24",11.4,11.4,11.4,"是",11,24,"老客户","否","散客","https://signup.cirroenergy.com/files/0901751881698895.pdf"
"1447","18361","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Plus 24",13.9,12.5,10.8,"是",15,24,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXLSPLUS_A_1712_283_1/EN"
"1448","18362","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Plus 24",13.9,12.5,10.8,"是",15,24,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXLSPLUS_A_1712_283_1/SP"
"1449","18330","ONCOR ELECTRIC DELIVERY COMPANY","重货","Budget Power",13.8,9.9,9.9,"是",19,12,"老客户","否","散客","https://mystream.com/~/media/Files/PDFs_PowerPoints/Enroll/texas/Budget Power/ONCOR.pdf?la=en"
"1450","18345","ONCOR ELECTRIC DELIVERY COMPANY","冷运","6 Month Smart Plan",13.2,6.6,13.3,"是",4,6,"老客户","否","散客","https://client.infiniteenergy.com/resources/efl/signup/Oncor/6-month_Smart"
"1451","18341","ONCOR ELECTRIC DELIVERY COMPANY","重货","Budget Power",13.8,9.9,9.9,"是",19,12,"老客户","否","散客","https://mystream.com/~/media/Files/PDFs_PowerPoints/Enroll/texas/Budget Power/ONCOR.pdf?la=es"
"1452","18308","ONCOR ELECTRIC DELIVERY COMPANY","国际","Weekends on Command 24",12,11.3,10.9,"是",14,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXT0653_ENG_20180807.PDF"
"1453","18305","ONCOR ELECTRIC DELIVERY COMPANY","国际","Power on Command 24",11.9,11,10.6,"是",14,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXX2211_ENG_20180807.PDF"
"1454","17648","ONCOR ELECTRIC DELIVERY COMPANY","国际","Fast Lane 24",8.8,4.4,12.9,"是",6,24,"老客户","否","散客","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_fastva24fae_o.pdf"
"1455","18300","ONCOR ELECTRIC DELIVERY COMPANY","国际","You Got This Free Weekends 24",11.8,11.1,10.7,"否",14,24,"老客户","否","散客","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXT0087_ENG_20180807.PDF"
"1456","17620","ONCOR ELECTRIC DELIVERY COMPANY","国际","Fast Lane 12",8.8,4.4,12.9,"是",6,12,"老客户","否","散客","https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_fastva12faf_o.pdf"
"1457","17602","ONCOR ELECTRIC DELIVERY COMPANY","冷运","36 Month No Minimum Usage Fee ",9.8,9.8,9.8,"是",15,36,"老客户","否","散客","https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTXU36FIXED00QQ00RPROMO1"
"1458","17566","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-Plus 36 Choice",10.2,9.8,9.6,"是",100,36,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed7a4.pdf"
"1459","17577","ONCOR ELECTRIC DELIVERY COMPANY","电商","Smart Basic 12",11.9,11.5,11.3,"是",11,12,"老客户","否","散客","https://signup.cirroenergy.com/files/09017518816f88d3.pdf"
"1460","17561","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-Plus 36 Choice",10.2,9.8,9.6,"是",100,36,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed7a3.pdf"
"1461","17542","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Simple Savings 12",9.4,9,8.8,"是",16,12,"老客户","否","月结","https://v247power.com/EFL/Resi/E/2018-08-08355FLEXONC5.212_es.pdf"
"1462","17543","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Simple Savings 24",9.4,9,8.8,"是",16,24,"老客户","否","月结","https://v247power.com/EFL/Resi/E/2018-08-08356FLEXONC5.224_es.pdf"
"1463","17546","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Advantage Savings 12",10.7,9.7,8.8,"是",16,12,"老客户","否","月结","https://v247power.com/EFL/Resi/E/2018-08-08359FLEXONC5.212_es.pdf"
"1464","17547","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Advantage Savings 24",10.7,9.7,8.8,"是",16,24,"老客户","否","月结","https://v247power.com/EFL/Resi/E/2018-08-08360FLEXONC5.224_es.pdf"
"1465","17553","ONCOR ELECTRIC DELIVERY COMPANY","其他","Summer Energy Saver",9.2,8.8,8.6,"是",19,12,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=4040"
"1466","17554","ONCOR ELECTRIC DELIVERY COMPANY","其他","Windrose Secure",10.4,9.9,9.7,"是",19,12,"老客户","否","散客","https://signup.windroseenergy.com/Home/EFl?productId=3927&Promo="
"1467","17526","ONCOR ELECTRIC DELIVERY COMPANY","特惠","100% Clean Energy Plan 2",15,13.2,12.3,"否",100,0,"新客户","否","散客","https://pogoenergy.com/wp-content/uploads/2018/05/Pogo_Energy_EFL_20180607.pdf?utm_source=powertochoose&utm_medium=efl&utm_content=oncor"
"1468","17498","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Simple Savings 12",9.4,9,8.8,"是",16,12,"老客户","否","月结","https://v247power.com/EFL/Resi/E/2018-08-08355FLEXONC5.212.pdf"
"1469","17499","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Simple Savings 24",9.4,9,8.8,"是",16,24,"老客户","否","月结","https://v247power.com/EFL/Resi/E/2018-08-08356FLEXONC5.224.pdf"
"1470","17502","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Advantage Savings 12",10.7,9.7,8.8,"是",16,12,"老客户","否","月结","https://v247power.com/EFL/Resi/E/2018-08-08359FLEXONC5.212.pdf"
"1471","17503","ONCOR ELECTRIC DELIVERY COMPANY","同城配","Advantage Savings 24",10.7,9.7,8.8,"是",16,24,"老客户","否","月结","https://v247power.com/EFL/Resi/E/2018-08-08360FLEXONC5.224.pdf"
"1472","17440","ONCOR ELECTRIC DELIVERY COMPANY","重货","Monthly Flex Plan",9.3,8.9,8.7,"否",11,1,"老客户","否","散客","https://www.reliant.com/files/09017518816882dc.pdf"
"1473","17435","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Conservation 12 Plan",11.1,10.7,11.5,"是",11,12,"老客户","否","散客","https://www.reliant.com/files/090175188166c03c.pdf"
"1474","17430","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Conservation 12 Plan",11.1,10.7,11.5,"是",11,12,"老客户","否","散客","https://www.reliant.com/files/090175188166c03b.pdf"
"1475","17399","ONCOR ELECTRIC DELIVERY COMPANY","国际","Super Saver - 3",9.4,9,8.8,"是",19,3,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28251"
"1476","17416","ONCOR ELECTRIC DELIVERY COMPANY","特惠","OUR FIX 12",10.1,9.2,8.8,"是",13,12,"老客户","否","散客","https://ourenergyllc.com/prodox/EFLS/august2018/ONC12FIX-08082018-1.pdf"
"1477","17424","ONCOR ELECTRIC DELIVERY COMPANY","重货","Monthly Flex Plan",9.3,8.9,8.7,"否",11,1,"老客户","否","散客","https://www.reliant.com/files/09017518816882db.pdf"
"1478","17380","ONCOR ELECTRIC DELIVERY COMPANY","电商","Smart Lock 15",12.2,10.9,9.7,"是",11,15,"老客户","否","散客","https://signup.cirroenergy.com/files/09017518815dcd02.pdf"
"1479","17271","ONCOR ELECTRIC DELIVERY COMPANY","国际","Saver - NO GIMMICKS - 9",9.1,8.9,8.8,"是",19,9,"老客户","否","散客","https://signup.discountpowertx.com/EFL.aspx?i=28349"
"1480","17336","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-Plus 24 Choice",10.5,10.1,9.9,"是",100,24,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed7ad.pdf"
"1481","17359","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-Plus Choice",13.5,13.1,12.9,"否",100,0,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed7c3.pdf"
"1482","17355","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-Plus 12 Choice",10.9,10.5,10.3,"是",100,12,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed7b9.pdf"
"1483","17351","ONCOR ELECTRIC DELIVERY COMPANY","冷运","Pollution Free e-Plus 24 Choice",10.5,10.1,9.9,"是",100,24,"老客户","否","散客","https://signup.greenmountain.com/files/09017518816ed7ae.pdf"
"1484","17326","ONCOR ELECTRIC DELIVERY COMPANY","时效","PTC Plan - 24",12,12,12,"是",11,24,"老客户","否","散客","https://webs.amigoenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=ddSlkyo8CTs=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=&dt=7/31/2018"
"1485","17327","ONCOR ELECTRIC DELIVERY COMPANY","时效","PTC Plan - 24",12,12,12,"是",11,24,"老客户","否","散客","https://webs.amigoenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=ddSlkyo8CTs=&RCID=mUrxqmy/vq8=&L=jfm4E/YMcQk=&dt=7/31/2018"
"1486","17263","ONCOR ELECTRIC DELIVERY COMPANY","重货","PTC Plan - 24",12,12,12,"是",11,24,"老客户","否","散客","https://webs.taraenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=DaDmKTF+38o=&RCID=C2EGh7SsiDo=&L=6f+Ch9flI7k=&dt=7/31/2018"
"1487","17264","ONCOR ELECTRIC DELIVERY COMPANY","重货","PTC Plan - 24",12,12,12,"是",11,24,"老客户","否","散客","https://webs.taraenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=DaDmKTF+38o=&RCID=C2EGh7SsiDo=&L=jfm4E/YMcQk=&dt=7/31/2018"
"1488","17230","ONCOR ELECTRIC DELIVERY COMPANY","其他","Power to Choose Promo 3",8.8,4.4,10.5,"是",0,3,"老客户","否","散客","https://www.voltep.com/efl/737-PTC-on-08.14.18-3.pdf"
"1489","17225","ONCOR ELECTRIC DELIVERY COMPANY","其他","Home Budget E bill",10.2,10.4,8.4,"是",0,24,"老客户","否","散客","https://www.voltep.com/efl/747-PTC-on-08.14.18-24.pdf"
"1490","17214","ONCOR ELECTRIC DELIVERY COMPANY","其他","Power to Choose Promo 6",10.6,5.3,10.6,"是",0,6,"老客户","否","散客","https://www.voltep.com/efl/756-PTC-cp-08.9.18-6.pdf"
"1491","17183","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Weekend Free-For-All Green 6",10.1,9.7,9.6,"是",100,6,"老客户","是","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-ONCORD-Weekend Free-For-All Green 6 (English).pdf"
"1492","17178","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Weekend Free-For-All Green 3",10.6,10.3,10.1,"是",100,3,"老客户","是","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-ONCORD-Weekend Free-For-All Green 3 (English).pdf"
"1493","17173","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Weekend Free-For-All Green 24",10.8,10.5,10.3,"是",100,24,"老客户","是","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-ONCORD-Weekend Free-For-All Green 24 (English).pdf"
"1494","17168","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Weekend Free-For-All Green 18",10.8,10.5,10.3,"是",100,18,"老客户","是","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-ONCORD-Weekend Free-For-All Green 18 (English).pdf"
"1495","17163","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Weekend Free-For-All Green 12",10.8,10.5,10.3,"是",100,12,"老客户","是","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-ONCORD-Weekend Free-For-All Green 12 (English).pdf"
"1496","17158","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Weekend Free-For-All 6",9.9,9.5,9.3,"是",16,6,"老客户","是","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-ONCORD-Weekend Free-For-All 6 (English).pdf"
"1497","17153","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Weekend Free-For-All 3",10.4,10,9.9,"是",16,3,"老客户","是","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-ONCORD-Weekend Free-For-All 3 (English).pdf"
"1498","17148","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Weekend Free-For-All 24",10.6,10.2,10.1,"是",16,24,"老客户","是","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-ONCORD-Weekend Free-For-All 24 (English).pdf"
"1499","17143","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Weekend Free-For-All 18",10.6,10.2,10,"是",16,18,"老客户","是","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-ONCORD-Weekend Free-For-All 18 (English).pdf"
"1500","17138","ONCOR ELECTRIC DELIVERY COMPANY","特惠","Weekend Free-For-All 12",10.6,10.2,10.1,"是",16,12,"老客户","是","散客","https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201808/EFL-20180807-112204-ONCORD-Weekend Free-For-All 12 (English).pdf"
"1501","17100","ONCOR ELECTRIC DELIVERY COMPANY","国际","Plan de Tarifa Fija Entrust 12",10.2,9.4,9,"是",17,12,"老客户","否","散客","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN1F12D0DG003_20180809_spa_1a40b72c-7aba-4c1b-b189-4ca0ed3aac4c.pdf"
"1502","17101","ONCOR ELECTRIC DELIVERY COMPANY","国际","Plan de Tarifa Fija Texas Refresh 12",10.2,9.4,9,"是",100,12,"老客户","否","散客","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXY1F12D0DG003_20180809_spa_24789f7e-7633-408c-8f7f-c71aefee49fa.pdf"
"1503","17077","ONCOR ELECTRIC DELIVERY COMPANY","重货","36 Month Spirit Of Texas Fixed Rate AutoPay E-Plan",11.5,9.2,9,"是",16,36,"老客户","否","散客","https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen.pdf"
"1508","16971","ONCOR ELECTRIC DELIVERY COMPANY","其他","Shine On - 6",8.5,8.2,8,"是",19,6,"老客户","否","散客","https://signup.volterraenergy.com/PDFDocs/SHIO6Q13181-158182.pdf"
"1509","16972","ONCOR ELECTRIC DELIVERY COMPANY","其他","Shine On - 12",9.2,8.8,8.6,"是",19,12,"老客户","否","散客","https://signup.volterraenergy.com/PDFDocs/SHIO12Q07181-158022.pdf"
"1510","16973","ONCOR ELECTRIC DELIVERY COMPANY","其他","Shine On - 24",9.3,8.9,8.7,"是",19,24,"老客户","否","散客","https://signup.volterraenergy.com/PDFDocs/SHIO24Q07181-158024.pdf"
"1511","16974","ONCOR ELECTRIC DELIVERY COMPANY","其他","Shine On Green - 6",8.6,8.3,8.1,"是",100,6,"老客户","否","散客","https://signup.volterraenergy.com/PDFDocs/SHIOG6Q13181-158183.pdf"
"1512","16975","ONCOR ELECTRIC DELIVERY COMPANY","其他","Shine On Green - 12",9.3,8.9,8.7,"是",100,12,"老客户","否","散客","https://signup.volterraenergy.com/PDFDocs/SHOG12Q07181-158184.pdf"
"1513","16976","ONCOR ELECTRIC DELIVERY COMPANY","其他","Shine On Green - 24",9.4,9,8.8,"是",100,24,"老客户","否","散客","https://signup.volterraenergy.com/PDFDocs/SHIOG24Q07181-158026.pdf"
"1514","16865","ONCOR ELECTRIC DELIVERY COMPANY","重货","Price Protect 36",14.8,12.6,12.5,"是",12,36,"老客户","否","散客","https://www.sparkenergy.com/api/enrollment-product-document/21473/EFL/ptc-all/ONCOR/Electric/75001"
"1516","16831","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Value Edge 12",15.2,10.9,14,"是",6,12,"老客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONX30VALED12AQ&lang=es&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1517","16821","ONCOR ELECTRIC DELIVERY COMPANY","同城配","TXU Energy Value Edge 12",15.2,10.9,14,"是",6,12,"老客户","否","散客","https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONX30VALED12AQ&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR"
"1518","16796","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Truly Free Weekends 12",13,12.6,12.5,"是",11,12,"老客户","是","散客","https://www.reliant.com/files/090175188166c095.pdf"
"1519","16771","ONCOR ELECTRIC DELIVERY COMPANY","特惠","100% Clean Energy Plan 2",15,13.2,12.3,"否",100,0,"新客户","否","散客","https://pogoenergy.com/wp-content/uploads/2018/05/Pogo_Energy_EFL_20180607.pdf?utm_source=powertochoose&utm_medium=efl&utm_content=oncor"
"1520","16743","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Secure 24 Plan",10.5,10.1,9.9,"是",11,24,"老客户","否","散客","https://www.reliant.com/files/090175188166c06e.pdf"
"1521","16734","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Secure 24 Plan",10.5,10.1,9.9,"是",11,24,"老客户","否","散客","https://www.reliant.com/files/090175188166c06d.pdf"
"1522","16758","ONCOR ELECTRIC DELIVERY COMPANY","国际","Gexa Choice Select 12",14.8,5.5,12.3,"是",6,12,"老客户","否","散客","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=55442&rkey=8480|2280|1004|23597"
"1523","16702","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant PowerTracker",12.1,11.3,10.8,"否",11,0,"老客户","否","散客","https://www.reliant.com/files/090175188145b756.pdf"
"1524","16725","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant Secure 12 plan",11.2,10.8,10.6,"是",11,12,"老客户","否","散客","https://www.reliant.com/files/090175188166c064.pdf"
"1525","16688","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Basics 12",12.6,10.1,14.6,"是",15,12,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLEDT_12ENR1670_283_1"
"1526","16694","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Plus 12",13.8,12.4,10.3,"是",15,12,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLEDT_12ENR1672_283_1/SP"
"1527","16692","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Basics 12",12.6,10.1,14.6,"是",15,12,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLEDT_12ENR1670_283_1/SP"
"1528","16699","ONCOR ELECTRIC DELIVERY COMPANY","重货","Reliant PowerTracker",12.1,11.3,10.8,"否",11,0,"老客户","否","散客","https://www.reliant.com/files/090175188145b755.pdf"
"1529","16690","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Plus 12",13.8,12.4,10.3,"是",15,12,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLEDT_12ENR1672_283_1"
"1530","16616","ONCOR ELECTRIC DELIVERY COMPANY","时效","Free & Clear Nights 12",15.9,14.6,13.9,"否",100,12,"老客户","是","散客","https://mediaserver.ambitenergy.com/media/get/TXFANCL12ENRL_1648_283_1/EN"
"1531","16626","ONCOR ELECTRIC DELIVERY COMPANY","时效","Free & Clear Nights 12",15.9,14.6,13.9,"否",100,12,"老客户","是","散客","https://mediaserver.ambitenergy.com/media/get/TXFANCL12ENRL_1648_283_1/SP"
"1532","16636","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Classic 24",13.9,12.6,11.9,"是",15,24,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_24ENR1652_283_1/SP"
"1533","16637","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Classic 12",14,12.7,12,"是",15,12,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_12ENR1660_283_1/SP"
"1534","16638","ONCOR ELECTRIC DELIVERY COMPANY","时效","Ambit Green Texas 12",14.2,12.9,12.2,"是",100,12,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_12ENR1656_283_1/SP"
"1535","16639","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Classic 6",15.9,14.6,13.9,"是",15,6,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_6ENR1650_283_1/SP"
"1536","16640","ONCOR ELECTRIC DELIVERY COMPANY","时效","Lone Star Flex",18.1,17.2,16.8,"否",15,1,"老客户","否","散客","https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1654_283_1/SP"
